Count,Date,DAM LMP,RT LMP,RT DAM Spread,RT>DAM,Day of week,Month,Season,DAM yesterday,DAM 7 days ago,DAM to DAM spread,Rolling 7d DAM mean,Rolling 7d RT DAM spread,Weight,,,Lamba (half life),1 year,0.0019
1507,2/15/2023,26.71,25.38,-1.32,0,3,2,Winter,29.28,31.70,-2.58,29.54,-0.11,0.5455083553,,,,,
1508,2/16/2023,26.41,30.01,3.61,1,4,2,Winter,26.71,31.16,-0.30,28.82,-0.28,0.5465456988,,,,,
1509,2/17/2023,30.00,35.65,5.65,1,5,2,Winter,26.41,28.89,3.60,28.15,0.23,0.5475850149,,,,,
1510,2/18/2023,32.12,31.05,-1.07,0,6,2,Winter,30.00,27.81,2.12,28.31,0.98,0.5486263074,,,,,
1511,2/19/2023,26.26,18.30,-7.96,0,7,2,Winter,32.12,27.31,-5.86,28.92,0.32,0.54966958,,,,,
1512,2/20/2023,25.99,28.83,2.84,1,1,2,Winter,26.26,30.61,-0.27,28.77,-0.96,0.5507148365,,,,,
1513,2/21/2023,28.59,25.66,-2.93,0,2,2,Winter,25.99,29.28,2.60,28.11,-0.67,0.5517620806,,,,,
1514,2/22/2023,28.95,24.97,-3.98,0,3,2,Winter,28.59,26.71,0.36,28.01,-0.17,0.5528113162,,,,,
1515,2/23/2023,29.92,36.05,6.14,1,4,2,Winter,28.95,26.41,0.97,28.33,-0.55,0.5538625471,,,,,
1516,2/24/2023,54.58,38.44,-16.13,0,5,2,Winter,29.92,30.00,24.66,28.83,-0.19,0.554915777,,,,,
1517,2/25/2023,67.03,44.98,-22.05,0,6,2,Winter,54.58,32.12,12.45,32.34,-3.30,0.5559710097,,,,,
1518,2/26/2023,44.30,48.76,4.45,1,7,2,Winter,67.03,26.26,-22.72,37.33,-6.29,0.557028249,,,,,
1519,2/27/2023,49.85,64.18,14.32,1,1,2,Winter,44.30,25.99,5.55,39.91,-4.52,0.5580874988,,,,,
1520,2/28/2023,47.33,61.54,14.21,1,2,2,Winter,49.85,28.59,-2.52,43.32,-2.88,0.5591487629,,,,,
1521,3/1/2023,37.34,38.09,0.75,1,3,3,Spring,47.33,28.95,-9.99,45.99,-0.43,0.5602120451,,,,,
1522,3/2/2023,31.15,39.22,8.08,1,4,3,Spring,37.34,29.92,-6.20,47.19,0.24,0.5612773492,,,,,
1523,3/3/2023,33.81,29.72,-4.09,0,5,3,Spring,31.15,54.58,2.67,47.37,0.52,0.5623446792,,,,,
1524,3/4/2023,36.19,35.41,-0.78,0,6,3,Spring,33.81,67.03,2.37,44.40,2.24,0.5634140387,,,,,
1525,3/5/2023,31.93,29.70,-2.23,0,7,3,Spring,36.19,44.30,-4.26,40.00,5.28,0.5644854318,,,,,
1526,3/6/2023,36.32,43.84,7.52,1,1,3,Spring,31.93,49.85,4.39,38.23,4.32,0.5655588623,,,,,
1527,3/7/2023,44.00,38.81,-5.19,0,2,3,Spring,36.32,47.33,7.68,36.30,3.35,0.566634334,,,,,
1528,3/8/2023,43.65,34.21,-9.44,0,3,3,Spring,44.00,37.34,-0.35,35.82,0.58,0.5677118508,,,,,
1529,3/9/2023,37.00,29.68,-7.32,0,4,3,Spring,43.65,31.15,-6.65,36.72,-0.88,0.5687914166,,,,,
1530,3/10/2023,35.57,33.30,-2.27,0,5,3,Spring,37.00,33.81,-1.43,37.56,-3.08,0.5698730353,,,,,
1531,3/11/2023,37.34,42.00,4.66,1,6,3,Spring,35.57,36.19,1.77,37.81,-2.82,0.5709567109,,,,,
1532,3/12/2023,33.09,26.60,-6.49,0,7,3,Spring,37.34,31.93,-4.24,37.97,-2.04,0.5720424472,,,,,
1533,3/13/2023,37.88,32.19,-5.69,0,1,3,Spring,33.09,36.32,4.78,38.14,-2.65,0.5731302481,,,,,
1534,3/14/2023,41.98,30.79,-11.19,0,2,3,Spring,37.88,44.00,4.10,38.36,-4.53,0.5742201176,,,,,
1535,3/15/2023,38.86,37.00,-1.87,0,3,3,Spring,41.98,43.65,-3.12,38.07,-5.39,0.5753120596,,,,,
1536,3/16/2023,33.86,36.48,2.62,1,4,3,Spring,38.86,37.00,-5.00,37.39,-4.31,0.5764060781,,,,,
1537,3/17/2023,32.85,34.69,1.84,1,5,3,Spring,33.86,35.57,-1.01,36.94,-2.89,0.577502177,,,,,
1538,3/18/2023,29.90,28.04,-1.86,0,6,3,Spring,32.85,37.34,-2.95,36.55,-2.30,0.5786003602,,,,,
1539,3/19/2023,34.81,23.67,-11.14,0,7,3,Spring,29.90,33.09,4.90,35.49,-3.23,0.5797006317,,,,,
1540,3/20/2023,38.79,44.66,5.86,1,1,3,Spring,34.81,37.88,3.99,35.74,-3.90,0.5808029955,,,,,
1541,3/21/2023,33.72,36.91,3.18,1,2,3,Spring,38.79,41.98,-5.07,35.87,-2.25,0.5819074556,,,,,
1542,3/22/2023,30.27,26.71,-3.56,0,3,3,Spring,33.72,38.86,-3.45,34.69,-0.19,0.5830140159,,,,,
1543,3/23/2023,28.89,28.29,-0.60,0,4,3,Spring,30.27,33.86,-1.38,33.46,-0.44,0.5841226804,,,,,
1544,3/24/2023,27.25,27.53,0.28,1,5,3,Spring,28.89,32.85,-1.65,32.75,-0.90,0.5852334533,,,,,
1545,3/25/2023,30.09,27.89,-2.21,0,6,3,Spring,27.25,29.90,2.85,31.95,-1.12,0.5863463383,,,,,
1546,3/26/2023,26.62,20.81,-5.81,0,7,3,Spring,30.09,34.81,-3.47,31.98,-1.17,0.5874613397,,,,,
1547,3/27/2023,30.19,24.22,-5.97,0,1,3,Spring,26.62,38.79,3.57,30.81,-0.41,0.5885784613,,,,,
1548,3/28/2023,31.75,23.64,-8.10,0,2,3,Spring,30.19,33.72,1.56,29.58,-2.10,0.5896977073,,,,,
1549,3/29/2023,28.35,29.02,0.67,1,3,3,Spring,31.75,30.27,-3.40,29.30,-3.71,0.5908190816,,,,,
1550,3/30/2023,29.68,23.33,-6.35,0,4,3,Spring,28.35,28.89,1.33,29.02,-3.11,0.5919425883,,,,,
1551,3/31/2023,30.11,38.34,8.24,1,5,3,Spring,29.68,27.25,0.43,29.13,-3.93,0.5930682315,,,,,
1552,4/1/2023,25.21,43.12,17.91,1,6,4,Spring,30.11,30.09,-4.89,29.54,-2.79,0.5941960153,,,,,
1553,4/2/2023,26.85,23.67,-3.17,0,7,4,Spring,25.21,26.62,1.63,28.84,0.08,0.5953259437,,,,,
1554,4/3/2023,30.85,29.78,-1.07,0,1,4,Spring,26.85,30.19,4.00,28.88,0.46,0.5964580207,,,,,
1555,4/4/2023,30.97,28.32,-2.65,0,2,4,Spring,30.85,31.75,0.12,28.97,1.16,0.5975922505,,,,,
1556,4/5/2023,33.00,30.88,-2.12,0,3,4,Spring,30.97,28.35,2.03,28.86,1.94,0.5987286372,,,,,
1557,4/6/2023,32.37,33.52,1.15,1,4,4,Spring,33.00,29.68,-0.63,29.52,1.54,0.5998671848,,,,,
1558,4/7/2023,27.55,27.58,0.03,1,5,4,Spring,32.37,30.11,-4.82,29.91,2.61,0.6010078975,,,,,
1559,4/8/2023,28.15,22.33,-5.81,0,6,4,Spring,27.55,25.21,0.60,29.54,1.44,0.6021507794,,,,,
1560,4/9/2023,28.73,24.23,-4.49,0,7,4,Spring,28.15,26.85,0.58,29.96,-1.95,0.6032958346,,,,,
1561,4/10/2023,32.88,28.63,-4.25,0,1,4,Spring,28.73,30.85,4.15,30.23,-2.14,0.6044430672,,,,,
1562,4/11/2023,31.81,33.35,1.54,1,2,4,Spring,32.88,30.97,-1.06,30.52,-2.59,0.6055924815,,,,,
1563,4/12/2023,29.67,27.43,-2.24,0,3,4,Spring,31.81,33.00,-2.14,30.64,-1.99,0.6067440814,,,,,
1564,4/13/2023,34.62,34.56,-0.06,0,4,4,Spring,29.67,32.37,4.95,30.16,-2.01,0.6078978713,,,,,
1565,4/14/2023,38.35,38.08,-0.26,0,5,4,Spring,34.62,27.55,3.73,30.49,-2.18,0.6090538552,,,,,
1566,4/15/2023,30.43,52.94,22.51,1,6,4,Spring,38.35,28.15,-7.92,32.03,-2.23,0.6102120374,,,,,
1567,4/16/2023,27.45,39.00,11.55,1,7,4,Spring,30.43,28.73,-2.98,32.35,1.82,0.6113724219,,,,,
1568,4/17/2023,33.41,35.16,1.76,1,1,4,Spring,27.45,32.88,5.96,32.17,4.11,0.6125350131,,,,,
1569,4/18/2023,32.72,47.36,14.65,1,2,4,Spring,33.41,31.81,-0.69,32.25,4.97,0.613699815,,,,,
1570,4/19/2023,33.28,49.55,16.27,1,3,4,Spring,32.72,29.67,0.57,32.38,6.84,0.614866832,,,,,
1571,4/20/2023,31.05,28.69,-2.36,0,4,4,Spring,33.28,34.62,-2.24,32.89,9.49,0.6160360682,,,,,
1572,4/21/2023,33.17,21.59,-11.57,0,5,4,Spring,31.05,38.35,2.12,32.38,9.16,0.6172075277,,,,,
1573,4/22/2023,28.75,23.20,-5.55,0,6,4,Spring,33.17,30.43,-4.42,31.64,7.54,0.618381215,,,,,
1574,4/23/2023,26.73,26.85,0.12,1,7,4,Spring,28.75,27.45,-2.02,31.40,3.53,0.6195571341,,,,,
1575,4/24/2023,29.95,24.80,-5.15,0,1,4,Spring,26.73,33.41,3.22,31.30,1.90,0.6207352894,,,,,
1576,4/25/2023,31.87,32.69,0.83,1,2,4,Spring,29.95,32.72,1.92,30.81,0.92,0.6219156851,,,,,
1577,4/26/2023,31.02,24.38,-6.65,0,3,4,Spring,31.87,33.28,-0.85,30.69,-1.06,0.6230983254,,,,,
1578,4/27/2023,27.92,23.68,-4.24,0,4,4,Spring,31.02,31.05,-3.10,30.36,-4.33,0.6242832146,,,,,
1579,4/28/2023,27.37,23.57,-3.80,0,5,4,Spring,27.92,33.17,-0.55,29.92,-4.60,0.6254703571,,,,,
1580,4/29/2023,27.93,21.52,-6.41,0,6,4,Spring,27.37,28.75,0.56,29.09,-3.49,0.626659757,,,,,
1581,4/30/2023,25.02,24.54,-0.47,0,7,4,Spring,27.93,26.73,-2.92,28.97,-3.61,0.6278514187,,,,,
1582,5/1/2023,27.80,23.55,-4.25,0,1,5,Spring,25.02,29.95,2.78,28.73,-3.70,0.6290453464,,,,,
1583,5/2/2023,29.75,24.95,-4.79,0,2,5,Spring,27.80,31.87,1.95,28.42,-3.57,0.6302415446,,,,,
1584,5/3/2023,30.32,26.54,-3.77,0,3,5,Spring,29.75,31.02,0.57,28.12,-4.37,0.6314400174,,,,,
1585,5/4/2023,26.49,33.39,6.90,1,4,5,Spring,30.32,27.92,-3.83,28.01,-3.96,0.6326407693,,,,,
1586,5/5/2023,26.19,27.76,1.57,1,5,5,Spring,26.49,27.37,-0.30,27.81,-2.37,0.6338438045,,,,,
1587,5/6/2023,22.90,19.49,-3.41,0,6,5,Spring,26.19,27.93,-3.28,27.64,-1.60,0.6350491275,,,,,
1588,5/7/2023,22.89,17.62,-5.26,0,7,5,Spring,22.90,25.02,-0.02,26.92,-1.18,0.6362567425,,,,,
1589,5/8/2023,27.29,22.64,-4.65,0,1,5,Spring,22.89,27.80,4.40,26.62,-1.86,0.6374666539,,,,,
1590,5/9/2023,26.25,23.51,-2.74,0,2,5,Spring,27.29,29.75,-1.04,26.55,-1.92,0.638678866,,,,,
1591,5/10/2023,24.75,23.94,-0.81,0,3,5,Spring,26.25,30.32,-1.50,26.05,-1.62,0.6398933834,,,,,
1592,5/11/2023,28.88,19.17,-9.71,0,4,5,Spring,24.75,26.49,4.13,25.25,-1.20,0.6411102103,,,,,
1593,5/12/2023,30.18,20.42,-9.76,0,5,5,Spring,28.88,26.19,1.30,25.59,-3.57,0.642329351,,,,,
1594,5/13/2023,24.91,24.15,-0.76,0,6,5,Spring,30.18,22.90,-5.27,26.16,-5.19,0.6435508102,,,,,
1595,5/14/2023,19.41,12.86,-6.55,0,7,5,Spring,24.91,22.89,-5.50,26.45,-4.81,0.644774592,,,,,
1596,5/15/2023,21.94,16.05,-5.88,0,1,5,Spring,19.41,27.29,2.52,25.95,-5.00,0.6460007011,,,,,
1597,5/16/2023,25.20,26.93,1.73,1,2,5,Spring,21.94,26.25,3.26,25.19,-5.17,0.6472291417,,,,,
1598,5/17/2023,23.34,29.89,6.55,1,3,5,Spring,25.20,24.75,-1.86,25.04,-4.53,0.6484599183,,,,,
1599,5/18/2023,23.89,23.11,-0.78,0,4,5,Spring,23.34,28.88,0.55,24.84,-3.48,0.6496930353,,,,,
1600,5/19/2023,24.19,22.41,-1.78,0,5,5,Spring,23.89,30.18,0.30,24.12,-2.21,0.6509284973,,,,,
1601,5/20/2023,22.30,24.48,2.19,1,6,5,Spring,24.19,24.91,-1.89,23.27,-1.07,0.6521663086,,,,,
1602,5/21/2023,21.26,18.53,-2.74,0,7,5,Spring,22.30,19.41,-1.04,22.89,-0.65,0.6534064738,,,,,
1603,5/22/2023,25.76,22.84,-2.92,0,1,5,Spring,21.26,21.94,4.50,23.16,-0.10,0.6546489973,,,,,
1604,5/23/2023,25.54,20.69,-4.85,0,2,5,Spring,25.76,25.20,-0.22,23.70,0.32,0.6558938836,,,,,
1605,5/24/2023,25.72,20.76,-4.96,0,3,5,Spring,25.54,23.34,0.18,23.75,-0.62,0.6571411371,,,,,
1606,5/25/2023,21.85,19.95,-1.91,0,4,5,Spring,25.72,23.89,-3.87,24.09,-2.26,0.6583907625,,,,,
1607,5/26/2023,22.39,23.02,0.63,1,5,5,Spring,21.85,24.19,0.53,23.80,-2.42,0.6596427641,,,,,
1608,5/27/2023,19.73,20.19,0.46,1,6,5,Spring,22.39,22.30,-2.66,23.54,-2.08,0.6608971466,,,,,
1609,5/28/2023,19.51,17.09,-2.42,0,7,5,Spring,19.73,21.26,-0.22,23.18,-2.33,0.6621539144,,,,,
1610,5/29/2023,21.18,18.88,-2.29,0,1,5,Spring,19.51,25.76,1.67,22.93,-2.28,0.6634130721,,,,,
1611,5/30/2023,25.89,24.94,-0.96,0,2,5,Spring,21.18,25.54,4.72,22.27,-2.19,0.6646746242,,,,,
1612,5/31/2023,27.15,27.83,0.68,1,3,5,Spring,25.89,25.72,1.26,22.32,-1.63,0.6659385753,,,,,
1613,6/1/2023,32.97,48.93,15.96,1,4,6,Summer,27.15,21.85,5.82,22.53,-0.83,0.6672049299,,,,,
1614,6/2/2023,35.81,28.52,-7.29,0,5,6,Summer,32.97,22.39,2.84,24.12,1.72,0.6684736927,,,,,
1615,6/3/2023,24.70,24.13,-0.57,0,6,6,Summer,35.81,19.73,-11.11,26.03,0.59,0.6697448681,,,,,
1616,6/4/2023,18.75,19.21,0.46,1,7,6,Summer,24.70,19.51,-5.95,26.74,0.45,0.6710184608,,,,,
1617,6/5/2023,25.30,21.66,-3.64,0,1,6,Summer,18.75,21.18,6.55,26.64,0.86,0.6722944754,,,,,
1618,6/6/2023,23.62,20.03,-3.59,0,2,6,Summer,25.30,25.89,-1.68,27.22,0.66,0.6735729165,,,,,
1619,6/7/2023,23.55,20.72,-2.82,0,3,6,Summer,23.62,27.15,-0.07,26.90,0.29,0.6748537887,,,,,
1620,6/8/2023,22.63,24.28,1.65,1,4,6,Summer,23.55,32.97,-0.92,26.39,-0.21,0.6761370965,,,,,
1621,6/9/2023,21.71,22.84,1.13,1,5,6,Summer,22.63,35.81,-0.92,24.91,-2.26,0.6774228448,,,,,
1622,6/10/2023,21.39,20.86,-0.53,0,6,6,Summer,21.71,24.70,-0.33,22.89,-1.06,0.678711038,,,,,
1623,6/11/2023,23.80,23.87,0.06,1,7,6,Summer,21.39,18.75,2.41,22.42,-1.05,0.6800016809,,,,,
1624,6/12/2023,25.63,24.39,-1.23,0,1,6,Summer,23.80,25.30,1.82,23.14,-1.11,0.681294778,,,,,
1625,6/13/2023,24.21,22.69,-1.52,0,2,6,Summer,25.63,23.62,-1.41,23.19,-0.76,0.6825903341,,,,,
1626,6/14/2023,24.17,24.41,0.25,1,3,6,Summer,24.21,23.55,-0.05,23.28,-0.47,0.6838883539,,,,,
1627,6/15/2023,25.93,24.87,-1.06,0,4,6,Summer,24.17,22.63,1.76,23.36,-0.03,0.685188842,,,,,
1628,6/16/2023,24.95,26.47,1.52,1,5,6,Summer,25.93,21.71,-0.98,23.83,-0.41,0.6864918031,,,,,
1629,6/17/2023,22.89,21.09,-1.80,0,6,6,Summer,24.95,21.39,-2.06,24.30,-0.36,0.6877972419,,,,,
1630,6/18/2023,21.72,20.17,-1.55,0,7,6,Summer,22.89,23.80,-1.17,24.51,-0.54,0.6891051632,,,,,
1631,6/19/2023,27.05,25.52,-1.52,0,1,6,Summer,21.72,25.63,5.33,24.21,-0.77,0.6904155716,,,,,
1632,6/20/2023,27.29,28.82,1.52,1,2,6,Summer,27.05,24.21,0.25,24.41,-0.81,0.6917284719,,,,,
1633,6/21/2023,25.11,23.74,-1.37,0,3,6,Summer,27.29,24.17,-2.18,24.85,-0.38,0.6930438689,,,,,
1634,6/22/2023,24.86,25.15,0.29,1,4,6,Summer,25.11,25.93,-0.26,24.99,-0.61,0.6943617672,,,,,
1635,6/23/2023,31.72,32.68,0.97,1,5,6,Summer,24.86,24.95,6.86,24.84,-0.41,0.6956821716,,,,,
1636,6/24/2023,31.66,37.41,5.74,1,6,6,Summer,31.72,22.89,-0.05,25.80,-0.49,0.6970050869,,,,,
1637,6/25/2023,36.19,41.36,5.18,1,7,6,Summer,31.66,21.72,4.52,27.06,0.58,0.6983305179,,,,,
1638,6/26/2023,38.12,39.12,1.00,1,1,6,Summer,36.19,27.05,1.93,29.13,1.54,0.6996584693,,,,,
1639,6/27/2023,35.37,30.61,-4.76,0,2,6,Summer,38.12,27.29,-2.75,30.71,1.90,0.700988946,,,,,
1640,6/28/2023,38.13,35.22,-2.91,0,3,6,Summer,35.37,25.11,2.76,31.86,1.01,0.7023219527,,,,,
1641,6/29/2023,40.86,38.62,-2.24,0,4,6,Summer,38.13,24.86,2.73,33.72,0.79,0.7036574943,,,,,
1642,6/30/2023,39.38,30.73,-8.65,0,5,6,Summer,40.86,31.72,-1.48,36.01,0.43,0.7049955756,,,,,
1643,7/1/2023,32.08,29.99,-2.09,0,6,7,Summer,39.38,31.66,-7.30,37.10,-0.95,0.7063362013,,,,,
1644,7/2/2023,30.11,40.59,10.48,1,7,7,Summer,32.08,36.19,-1.97,37.16,-2.07,0.7076793765,,,,,
1645,7/3/2023,40.98,85.34,44.36,1,1,7,Summer,30.11,38.12,10.87,36.29,-1.31,0.7090251058,,,,,
1646,7/4/2023,37.59,29.78,-7.81,0,2,7,Summer,40.98,35.37,-3.38,36.70,4.88,0.7103733941,,,,,
1647,7/5/2023,50.03,57.30,7.27,1,3,7,Summer,37.59,38.13,12.44,37.02,4.45,0.7117242464,,,,,
1648,7/6/2023,54.99,65.68,10.69,1,4,7,Summer,50.03,40.86,4.96,38.72,5.90,0.7130776675,,,,,
1649,7/7/2023,50.05,47.37,-2.67,0,5,7,Summer,54.99,39.38,-4.94,40.74,7.75,0.7144336622,,,,,
1650,7/8/2023,40.92,33.47,-7.45,0,6,7,Summer,50.05,32.08,-9.13,42.26,8.60,0.7157922355,,,,,
1651,7/9/2023,35.33,32.71,-2.62,0,7,7,Summer,40.92,30.11,-5.58,43.52,7.84,0.7171533923,,,,,
1652,7/10/2023,37.74,41.10,3.36,1,1,7,Summer,35.33,40.98,2.41,44.27,5.97,0.7185171375,,,,,
1653,7/11/2023,37.64,28.11,-9.53,0,2,7,Summer,37.74,37.59,-0.11,43.81,0.11,0.719883476,,,,,
1654,7/12/2023,42.17,30.01,-12.17,0,3,7,Summer,37.64,50.03,4.54,43.81,-0.14,0.7212524127,,,,,
1655,7/13/2023,42.68,38.29,-4.39,0,4,7,Summer,42.17,54.99,0.50,42.69,-2.91,0.7226239526,,,,,
1656,7/14/2023,37.42,33.77,-3.65,0,5,7,Summer,42.68,50.05,-5.26,40.93,-5.07,0.7239981007,,,,,
1657,7/15/2023,35.75,37.78,2.04,1,6,7,Summer,37.42,40.92,-1.67,39.13,-5.21,0.7253748618,,,,,
1658,7/16/2023,32.86,31.38,-1.49,0,7,7,Summer,35.75,35.33,-2.89,38.39,-3.85,0.726754241,,,,,
1659,7/17/2023,41.22,38.28,-2.94,0,1,7,Summer,32.86,37.74,8.36,38.04,-3.69,0.7281362432,,,,,
1660,7/18/2023,40.42,32.86,-7.56,0,2,7,Summer,41.22,37.64,-0.81,38.53,-4.59,0.7295208735,,,,,
1661,7/19/2023,36.26,28.93,-7.33,0,3,7,Summer,40.42,42.17,-4.16,38.93,-4.31,0.7309081368,,,,,
1662,7/20/2023,35.80,33.18,-2.63,0,4,7,Summer,36.26,42.68,-0.46,38.09,-3.62,0.7322980381,,,,,
1663,7/21/2023,30.57,54.53,23.96,1,5,7,Summer,35.80,37.42,-5.23,37.10,-3.37,0.7336905825,,,,,
1664,7/22/2023,27.40,31.38,3.98,1,6,7,Summer,30.57,35.75,-3.17,36.13,0.58,0.7350857749,,,,,
1665,7/23/2023,28.39,35.93,7.55,1,7,7,Summer,27.40,32.86,0.99,34.93,0.86,0.7364836205,,,,,
1666,7/24/2023,35.67,38.25,2.58,1,1,7,Summer,28.39,41.22,7.28,34.29,2.15,0.7378841242,,,,,
1667,7/25/2023,41.02,38.46,-2.56,0,2,7,Summer,35.67,40.42,5.36,33.50,2.94,0.7392872911,,,,,
1668,7/26/2023,50.46,31.42,-19.03,0,3,7,Summer,41.02,36.26,9.44,33.59,3.65,0.7406931263,,,,,
1669,7/27/2023,71.98,60.43,-11.55,0,4,7,Summer,50.46,35.80,21.52,35.61,1.98,0.7421016349,,,,,
1670,7/28/2023,104.99,40.24,-64.76,0,5,7,Summer,71.98,30.57,33.02,40.78,0.70,0.7435128218,,,,,
1671,7/29/2023,53.26,35.66,-17.60,0,6,7,Summer,104.99,27.40,-51.73,51.41,-11.97,0.7449266923,,,,,
1672,7/30/2023,28.44,21.73,-6.70,0,7,7,Summer,53.26,28.39,-24.83,55.11,-15.05,0.7463432515,,,,,
1673,7/31/2023,29.26,32.88,3.62,1,1,7,Summer,28.44,35.67,0.82,55.12,-17.09,0.7477625043,,,,,
1674,8/1/2023,25.31,33.40,8.09,1,2,8,Summer,29.26,41.02,-3.95,54.20,-16.94,0.7491844561,,,,,
1675,8/2/2023,26.90,26.88,-0.02,0,3,8,Summer,25.31,50.46,1.59,51.96,-15.42,0.7506091118,,,,,
1676,8/3/2023,29.34,26.44,-2.90,0,4,8,Summer,26.90,71.98,2.44,48.59,-12.70,0.7520364767,,,,,
1677,8/4/2023,30.45,29.22,-1.23,0,5,8,Summer,29.34,104.99,1.11,42.50,-11.47,0.7534665558,,,,,
1678,8/5/2023,26.99,25.82,-1.18,0,6,8,Summer,30.45,53.26,-3.46,31.85,-2.39,0.7548993545,,,,,
1679,8/6/2023,27.19,29.49,2.30,1,7,8,Summer,26.99,28.44,0.20,28.10,-0.05,0.7563348777,,,,,
1680,8/7/2023,31.93,32.02,0.09,1,1,8,Summer,27.19,29.26,4.74,27.92,1.24,0.7577731307,,,,,
1681,8/8/2023,30.40,27.23,-3.16,0,2,8,Summer,31.93,25.31,-1.53,28.30,0.74,0.7592141187,,,,,
1682,8/9/2023,27.96,29.37,1.41,1,3,8,Summer,30.40,26.90,-2.44,29.03,-0.87,0.760657847,,,,,
1683,8/10/2023,26.92,31.30,4.39,1,4,8,Summer,27.96,29.34,-1.04,29.18,-0.67,0.7621043206,,,,,
1684,8/11/2023,28.43,62.47,34.04,1,5,8,Summer,26.92,30.45,1.52,28.83,0.37,0.7635535449,,,,,
1685,8/12/2023,27.08,30.89,3.81,1,6,8,Summer,28.43,26.99,-1.35,28.55,5.41,0.765005525,,,,,
1686,8/13/2023,30.44,49.61,19.18,1,7,8,Summer,27.08,27.19,3.35,28.56,6.12,0.7664602662,,,,,
1687,8/14/2023,30.80,35.72,4.92,1,1,8,Summer,30.44,31.93,0.37,29.02,8.54,0.7679177738,,,,,
1688,8/15/2023,32.44,30.25,-2.19,0,2,8,Summer,30.80,30.40,1.64,28.86,9.23,0.7693780529,,,,,
1689,8/16/2023,33.68,29.87,-3.81,0,3,8,Summer,32.44,27.96,1.24,29.15,9.36,0.770841109,,,,,
1690,8/17/2023,31.21,27.36,-3.85,0,4,8,Summer,33.68,26.92,-2.47,29.97,8.62,0.7723069472,,,,,
1691,8/18/2023,29.79,33.61,3.83,1,5,8,Summer,31.21,28.43,-1.43,30.58,7.44,0.7737755729,,,,,
1692,8/19/2023,22.63,19.78,-2.85,0,6,8,Summer,29.79,27.08,-7.16,30.78,3.13,0.7752469913,,,,,
1693,8/20/2023,24.60,24.47,-0.13,0,7,8,Summer,22.63,30.44,1.97,30.14,2.17,0.7767212078,,,,,
1694,8/21/2023,36.22,32.13,-4.09,0,1,8,Summer,24.60,30.80,11.61,29.31,-0.58,0.7781982276,,,,,
1695,8/22/2023,26.51,26.72,0.21,1,2,8,Summer,36.22,32.44,-9.71,30.08,-1.87,0.7796780562,,,,,
1696,8/23/2023,23.43,23.20,-0.22,0,3,8,Summer,26.51,33.68,-3.08,29.23,-1.53,0.7811606988,,,,,
1697,8/24/2023,23.85,29.73,5.89,1,4,8,Summer,23.43,31.21,0.42,27.77,-1.01,0.7826461608,,,,,
1698,8/25/2023,28.09,30.94,2.84,1,5,8,Summer,23.85,29.79,4.25,26.72,0.38,0.7841344476,,,,,
1699,8/26/2023,26.75,29.88,3.13,1,6,8,Summer,28.09,22.63,-1.34,26.47,0.24,0.7856255646,,,,,
1700,8/27/2023,23.10,31.32,8.21,1,7,8,Summer,26.75,24.60,-3.65,27.06,1.09,0.7871195171,,,,,
1701,8/28/2023,25.62,34.90,9.28,1,1,8,Summer,23.10,36.22,2.52,26.85,2.28,0.7886163104,,,,,
1702,8/29/2023,26.79,31.65,4.86,1,2,8,Summer,25.62,26.51,1.17,25.34,4.19,0.7901159501,,,,,
1703,8/30/2023,29.19,31.87,2.69,1,3,8,Summer,26.79,23.43,2.40,25.38,4.86,0.7916184415,,,,,
1704,8/31/2023,23.48,21.50,-1.98,0,4,8,Summer,29.19,23.85,-5.71,26.20,5.27,0.7931237901,,,,,
1705,9/1/2023,22.13,23.95,1.83,1,5,9,Fall,23.48,28.09,-1.35,26.15,4.15,0.7946320013,,,,,
1706,9/2/2023,21.22,28.65,7.44,1,6,9,Fall,22.13,26.75,-0.91,25.29,4.00,0.7961430804,,,,,
1707,9/3/2023,28.17,28.37,0.20,1,7,9,Fall,21.22,23.10,6.95,24.50,4.62,0.7976570331,,,,,
1708,9/4/2023,39.07,38.20,-0.87,0,1,9,Fall,28.17,25.62,10.90,25.23,3.47,0.7991738647,,,,,
1709,9/5/2023,50.94,130.40,79.45,1,2,9,Fall,39.07,26.79,11.87,27.15,2.02,0.8006935807,,,,,
1710,9/6/2023,55.77,128.26,72.49,1,3,9,Fall,50.94,29.19,4.82,30.60,12.68,0.8022161867,,,,,
1711,9/7/2023,59.72,101.71,41.99,1,4,9,Fall,55.77,23.48,3.96,34.40,22.65,0.803741688,,,,,
1712,9/8/2023,57.73,42.70,-15.03,0,5,9,Fall,59.72,22.13,-2.00,39.57,28.93,0.8052700903,,,,,
1713,9/9/2023,35.49,46.25,10.76,1,6,9,Fall,57.73,21.22,-22.24,44.66,26.52,0.8068013989,,,,,
1714,9/10/2023,30.64,28.03,-2.60,0,7,9,Fall,35.49,28.17,-4.86,46.70,27.00,0.8083356195,,,,,
1715,9/11/2023,32.82,37.81,4.98,1,1,9,Fall,30.64,39.07,2.19,47.05,26.60,0.8098727576,,,,,
1716,9/12/2023,33.85,34.24,0.38,1,2,9,Fall,32.82,50.94,1.03,46.16,27.43,0.8114128188,,,,,
1717,9/13/2023,32.64,40.53,7.90,1,3,9,Fall,33.85,55.77,-1.22,43.72,16.14,0.8129558085,,,,,
